date,temperature,humidity,water_level,N,P,K,Fan_actuator_OFF,Fan_actuator_ON,Watering_plant_pump_OFF,Watering_plant_pump_ON,Water_pump_actuator_OFF,Water_pump_actuator_ON,optimal_condition
2024-01-01 03:56:00,33,69,86,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 04:21:00,30,70,88,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 04:46:00,35,70,100,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 05:16:00,35,70,94,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 05:36:00,35,69,100,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 06:16:00,31,69,88,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 06:26:00,28,69,80,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 06:41:00,29,69,80,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 06:46:00,30,69,76,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 06:51:00,29,70,97,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 06:56:00,29,70,95,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 07:01:00,28,69,89,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 07:11:00,27,70,100,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 07:26:00,24,70,80,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 07:31:00,23,68,78,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 07:36:00,23,68,79,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-01 07:41:00,22,70,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 07:46:00,22,68,99,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 07:51:00,21,70,95,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 07:56:00,20,70,90,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 08:11:00,19,69,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 08:21:00,19,70,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 08:26:00,18,69,99,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 08:31:00,18,69,97,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 08:36:00,18,69,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 08:41:00,18,69,83,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 08:46:00,18,68,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 08:51:00,18,70,74,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 08:56:00,18,70,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 09:01:00,18,70,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 09:06:00,18,69,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 09:11:00,18,70,97,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 09:21:00,17,68,79,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 09:26:00,17,70,82,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 09:31:00,17,68,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 09:41:00,17,70,95,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 09:46:00,17,69,97,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 09:51:00,17,70,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 10:01:00,17,67,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 10:06:00,17,68,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 10:11:00,17,70,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 10:16:00,17,70,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 10:21:00,17,68,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 10:26:00,17,68,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 10:31:00,16,68,92,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 10:36:00,16,69,92,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 10:46:00,16,69,95,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 10:51:00,16,68,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 10:56:00,16,67,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 11:01:00,16,70,85,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 11:06:00,16,69,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 11:16:00,15,70,83,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 11:21:00,15,70,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 11:26:00,15,66,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 11:36:00,15,70,99,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 11:41:00,15,70,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 11:46:00,15,69,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 11:51:00,15,67,80,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 11:56:00,15,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 11:58:00,15,70,4,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 12:01:00,15,69,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 12:06:00,15,68,95,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 12:11:00,15,70,82,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 12:16:00,15,70,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 12:21:00,15,70,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 12:26:00,15,68,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 12:31:00,15,65,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 12:36:00,15,66,80,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 12:41:00,15,67,85,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 12:46:00,15,68,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 12:51:00,15,70,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 13:01:00,15,70,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 13:06:00,15,67,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 13:11:00,15,70,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 13:21:00,15,70,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 13:26:00,15,70,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 13:31:00,15,69,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 13:36:00,15,69,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 13:41:00,15,69,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 13:46:00,15,67,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 13:51:00,14,68,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 13:56:00,14,70,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 14:01:00,14,70,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 14:06:00,14,67,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 14:11:00,14,69,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 14:16:00,14,68,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 14:26:00,14,70,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 14:26:00,14,67,4,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 14:31:00,14,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 14:36:00,14,70,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 14:41:00,14,69,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 14:46:00,14,68,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 14:51:00,14,68,97,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 14:56:00,14,69,83,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 15:06:00,14,68,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 15:11:00,13,67,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 15:16:00,13,70,73,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 15:26:00,13,69,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 15:31:00,13,67,80,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 15:36:00,13,69,79,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 15:39:00,13,69,4,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 15:41:00,13,69,79,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 15:46:00,13,70,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 15:51:00,13,67,95,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 15:56:00,13,70,93,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 16:01:00,13,69,83,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 16:05:00,13,70,5,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 16:06:00,13,70,87,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 16:11:00,13,69,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 16:16:00,13,70,90,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 16:21:00,13,68,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 16:26:00,13,67,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 16:31:00,13,67,98,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 16:36:00,13,66,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 16:41:00,12,69,96,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 16:46:00,12,69,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 16:51:00,12,69,90,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 16:56:00,12,68,87,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 17:06:00,12,68,83,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 17:11:00,12,67,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 17:16:00,11,70,82,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 17:21:00,11,66,96,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 17:26:00,11,69,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 17:36:00,11,69,85,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 17:41:00,11,68,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 17:46:00,11,66,85,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 17:51:00,11,67,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 17:56:00,11,68,61,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 18:01:00,11,69,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 18:06:00,11,68,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 18:11:00,11,67,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 18:16:00,11,65,64,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 18:21:00,11,67,50,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 18:26:00,11,69,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 18:31:00,11,69,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 18:36:00,11,66,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 18:41:00,11,70,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 18:44:00,11,66,3,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 18:46:00,11,66,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 18:51:00,11,66,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 18:56:00,11,68,80,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 19:01:00,11,64,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 19:05:00,11,67,8,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 19:06:00,10,70,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 19:11:00,10,66,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 19:16:00,10,66,83,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 19:21:00,10,69,63,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 19:26:00,10,69,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 19:31:00,10,66,94,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 19:36:00,10,68,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 19:41:00,11,69,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 19:46:00,11,68,85,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 19:51:00,11,69,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 19:56:00,11,69,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 20:01:00,11,68,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 20:04:00,11,66,6,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 20:06:00,11,69,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 20:11:00,11,66,93,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 20:16:00,10,69,85,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 20:21:00,11,68,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 20:26:00,11,70,97,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 20:31:00,11,68,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 20:31:00,11,64,5,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 20:36:00,11,69,69,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 20:41:00,11,66,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 20:46:00,11,69,95,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 20:51:00,11,66,80,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 20:56:00,11,68,79,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 21:01:00,11,68,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 21:06:00,11,69,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 21:11:00,10,68,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 21:16:00,10,67,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 21:21:00,10,66,74,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 21:26:00,10,67,82,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 21:31:00,10,68,77,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 21:34:00,10,69,6,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 21:36:00,10,65,69,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-01 21:41:00,10,67,73,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 21:46:00,10,66,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 21:51:00,10,70,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 21:56:00,10,67,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 22:01:00,10,66,94,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 22:06:00,10,66,99,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 22:11:00,11,67,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 22:16:00,11,66,93,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 22:21:00,10,67,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 22:26:00,10,67,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 22:31:00,10,67,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 22:36:00,11,67,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 22:41:00,11,67,94,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 22:46:00,11,69,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 22:51:00,11,68,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 22:56:00,11,69,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 23:01:00,12,67,87,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 23:06:00,12,68,92,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 23:11:00,12,67,98,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 23:16:00,12,67,82,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 23:21:00,13,69,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 23:26:00,13,68,100,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 23:31:00,14,69,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 23:36:00,14,69,73,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 23:41:00,15,68,74,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 23:46:00,16,68,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 23:51:00,16,68,98,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-01 23:56:00,17,69,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 00:01:00,18,68,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 00:06:00,19,68,94,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 00:11:00,20,70,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 00:16:00,22,70,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 00:21:00,23,69,100,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 00:26:00,23,69,84,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 00:31:00,22,70,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 00:36:00,22,70,97,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 00:41:00,22,68,79,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 00:46:00,22,68,90,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 00:51:00,21,70,87,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 01:01:00,20,69,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 01:06:00,20,68,98,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 01:16:00,21,69,95,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 01:21:00,21,69,98,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 01:26:00,22,69,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 01:31:00,22,68,92,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 01:41:00,25,69,89,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 01:46:00,28,70,83,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 01:51:00,29,70,92,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 02:01:00,27,69,86,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 02:06:00,25,69,89,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 02:16:00,22,70,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 02:26:00,22,68,80,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 02:36:00,23,69,75,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 02:41:00,22,70,92,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 02:46:00,23,69,79,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 03:01:00,25,70,94,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 03:06:00,25,70,87,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 03:11:00,24,70,88,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 03:16:00,24,70,79,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 03:31:00,26,70,78,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 03:36:00,26,70,92,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 03:46:00,24,69,91,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 03:51:00,23,70,91,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 03:56:00,22,70,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 04:01:00,22,70,92,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 04:06:00,23,70,80,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 04:11:00,23,70,94,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 04:21:00,24,69,86,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 04:31:00,26,69,89,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 04:41:00,26,70,97,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
